ip,app,device,os,channel,click_time,is_attributed,click_date,duration_seconds,duration_minutes
195817,64,1,8,459,2017-11-07 05:11:47,0,2017-11-07,0,0.00
49107,15,1,8,315,2017-11-08 06:36:34,0,2017-11-08,0,0.00
49107,3,1,19,280,2017-11-08 13:05:44,0,2017-11-08,23350,389.17
49107,3,1,19,409,2017-11-08 23:49:24,0,2017-11-08,38620,643.67
339263,7,1,8,101,2017-11-09 04:55:03,0,2017-11-09,0,0.00
143423,26,1,10,121,2017-11-07 01:20:55,0,2017-11-07,0,0.00
88371,64,1,13,459,2017-11-07 19:18:23,0,2017-11-07,0,0.00
119585,9,2,19,215,2017-11-08 22:53:33,0,2017-11-08,0,0.00
88479,3,1,19,115,2017-11-07 08:43:06,0,2017-11-07,0,0.00
34295,9,1,11,134,2017-11-09 09:13:21,0,2017-11-09,0,0.00
86840,14,1,19,442,2017-11-07 10:56:13,0,2017-11-07,0,0.00
86840,1,1,25,17,2017-11-07 11:05:31,0,2017-11-07,558,9.30
86840,10,1,6,113,2017-11-07 15:57:31,0,2017-11-07,17520,292.00
86840,15,1,11,430,2017-11-07 18:17:10,0,2017-11-07,8379,139.65
230022,19,33,29,213,2017-11-07 21:45:44,1,2017-11-07,0,0.00
66396,18,1,32,439,2017-11-08 04:13:32,0,2017-11-08,0,0.00
146208,14,1,27,489,2017-11-09 11:39:22,0,2017-11-09,0,0.00
125736,3,1,19,280,2017-11-09 00:07:47,0,2017-11-09,0,0.00
152258,116,1,40,101,2017-11-07 01:09:21,1,2017-11-07,0,0.00
67192,8,1,13,145,2017-11-06 16:03:28,0,2017-11-06,0,0.00
14236,2,2,65,477,2017-11-09 05:52:35,0,2017-11-09,0,0.00
2407,12,1,13,340,2017-11-08 22:46:36,0,2017-11-08,0,0.00
49197,28,1,9,135,2017-11-08 07:13:25,0,2017-11-08,0,0.00
49197,26,1,9,266,2017-11-08 08:43:15,0,2017-11-08,5390,89.83
1343,12,1,34,259,2017-11-08 01:20:15,0,2017-11-08,0,0.00
88719,18,1,13,134,2017-11-09 04:53:16,0,2017-11-09,0,0.00
111485,12,1,17,259,2017-11-08 13:40:51,0,2017-11-08,0,0.00
27781,35,1,19,21,2017-11-07 00:59:18,1,2017-11-07,0,0.00
83705,35,1,13,21,2017-11-08 08:07:19,1,2017-11-08,0,0.00
83705,18,1,14,107,2017-11-08 10:12:02,0,2017-11-08,7483,124.72
70474,19,54,0,213,2017-11-07 21:45:56,0,2017-11-07,0,0.00
70474,12,1,19,19,2017-11-07 23:29:48,0,2017-11-07,6232,103.87
34104,15,1,17,245,2017-11-08 09:56:53,0,2017-11-08,0,0.00
121303,3,1,6,280,2017-11-08 05:33:30,0,2017-11-08,0,0.00
121303,2,1,19,477,2017-11-08 07:47:20,0,2017-11-08,8030,133.83
121303,15,1,3,111,2017-11-08 08:39:33,0,2017-11-08,3133,52.22
227402,35,1,13,274,2017-11-08 02:12:07,1,2017-11-08,0,0.00
19919,9,1,22,244,2017-11-09 03:13:23,0,2017-11-09,0,0.00
19919,28,1,19,135,2017-11-09 11:24:32,0,2017-11-09,29469,491.15
66742,12,1,17,205,2017-11-09 01:55:58,0,2017-11-09,0,0.00
149790,3,1,47,466,2017-11-07 11:00:02,0,2017-11-07,0,0.00
44222,15,1,18,245,2017-11-08 02:24:18,0,2017-11-08,0,0.00
44222,14,1,8,134,2017-11-08 03:45:14,0,2017-11-08,4856,80.93
44222,123,0,0,213,2017-11-08 05:26:53,0,2017-11-08,6099,101.65
44222,26,1,37,121,2017-11-08 06:58:19,0,2017-11-08,5486,91.43
221077,10,1,32,113,2017-11-08 03:38:41,1,2017-11-08,0,0.00
108913,9,1,3,442,2017-11-09 01:43:39,0,2017-11-09,0,0.00
108913,18,1,22,107,2017-11-09 04:02:58,0,2017-11-09,8359,139.32
108913,2,1,10,377,2017-11-09 07:10:53,0,2017-11-09,11275,187.92
108913,21,2,19,128,2017-11-09 10:49:32,0,2017-11-09,13119,218.65
108913,15,1,18,265,2017-11-09 13:35:31,0,2017-11-09,9959,165.98
108913,18,1,17,107,2017-11-09 15:11:44,0,2017-11-09,5773,96.22
108913,9,1,19,215,2017-11-09 15:11:52,0,2017-11-09,8,0.13
62220,2,1,22,452,2017-11-07 13:47:44,0,2017-11-07,0,0.00
268075,18,1,14,107,2017-11-08 07:46:31,0,2017-11-08,0,0.00
301860,24,1,18,105,2017-11-09 01:11:50,0,2017-11-09,0,0.00
29412,9,1,15,134,2017-11-07 00:36:21,0,2017-11-07,0,0.00
29412,2,1,13,122,2017-11-07 07:43:35,0,2017-11-07,25634,427.23
29412,14,1,13,480,2017-11-07 08:54:52,0,2017-11-07,4277,71.28
29412,19,78,0,213,2017-11-07 20:05:57,1,2017-11-07,40265,671.08
115974,2,1,19,237,2017-11-09 03:25:52,0,2017-11-09,0,0.00
115974,6,1,15,101,2017-11-09 05:12:02,0,2017-11-09,6370,106.17
115974,9,1,10,244,2017-11-09 11:10:22,0,2017-11-09,21500,358.33
115974,4,1,35,101,2017-11-09 14:05:25,0,2017-11-09,10503,175.05
115974,6,2,30,101,2017-11-09 15:39:10,0,2017-11-09,5625,93.75
28212,15,1,19,480,2017-11-08 12:39:24,0,2017-11-08,0,0.00
23533,9,1,13,244,2017-11-09 10:10:14,0,2017-11-09,0,0.00
89515,3,1,19,480,2017-11-07 06:12:52,0,2017-11-07,0,0.00
41963,9,1,8,215,2017-11-06 23:07:27,0,2017-11-06,0,0.00
78397,3,1,19,280,2017-11-08 12:20:13,0,2017-11-08,0,0.00
78397,18,1,13,121,2017-11-08 13:50:12,0,2017-11-08,5399,89.98
111967,5,1,19,377,2017-11-07 11:43:03,0,2017-11-07,0,0.00
111967,13,1,19,477,2017-11-07 12:58:30,0,2017-11-07,4527,75.45
111967,15,1,25,245,2017-11-07 15:25:04,0,2017-11-07,8794,146.57
111967,18,1,19,439,2017-11-07 17:50:14,0,2017-11-07,8710,145.17
103839,3,1,8,280,2017-11-09 05:00:29,0,2017-11-09,0,0.00
217816,19,0,21,213,2017-11-08 13:15:01,1,2017-11-08,0,0.00
83182,18,1,13,107,2017-11-09 09:29:57,0,2017-11-09,0,0.00
83182,9,1,15,127,2017-11-09 12:46:14,0,2017-11-09,11777,196.28
13908,21,2,2,128,2017-11-09 12:26:56,0,2017-11-09,0,0.00
100859,2,1,19,477,2017-11-07 03:14:28,0,2017-11-07,0,0.00
100859,3,1,19,280,2017-11-07 04:33:59,0,2017-11-07,4771,79.52
176471,3,1,43,19,2017-11-08 11:23:23,0,2017-11-08,0,0.00
5787,18,1,10,107,2017-11-09 08:51:27,0,2017-11-09,0,0.00
5787,14,1,13,480,2017-11-09 14:13:38,0,2017-11-09,19331,322.18
275572,19,0,24,213,2017-11-07 16:13:02,1,2017-11-07,0,0.00
198443,19,0,24,333,2017-11-07 13:29:54,1,2017-11-07,0,0.00
331155,19,0,24,268,2017-11-09 04:10:26,1,2017-11-09,0,0.00
210598,2,1,22,205,2017-11-08 09:50:18,0,2017-11-08,0,0.00
205871,14,1,25,379,2017-11-09 09:17:45,0,2017-11-09,0,0.00
61798,18,1,12,439,2017-11-08 14:12:26,0,2017-11-08,0,0.00
6155,2,1,13,219,2017-11-07 00:44:35,0,2017-11-07,0,0.00
6155,19,0,24,213,2017-11-07 13:55:59,1,2017-11-07,47484,791.40
246024,9,1,16,334,2017-11-09 01:58:33,0,2017-11-09,0,0.00
124572,12,1,13,328,2017-11-07 09:43:32,0,2017-11-07,0,0.00
124572,3,1,8,137,2017-11-07 12:56:54,0,2017-11-07,11602,193.37
102357,12,1,20,245,2017-11-08 16:28:32,0,2017-11-08,0,0.00
290665,5,1,11,113,2017-11-09 15:58:51,1,2017-11-09,0,0.00
8230,2,1,19,477,2017-11-07 01:35:25,0,2017-11-07,0,0.00
8230,35,1,15,274,2017-11-07 02:09:05,1,2017-11-07,2020,33.67
8230,60,1,15,21,2017-11-07 02:52:23,1,2017-11-07,2598,43.30
8230,2,1,13,477,2017-11-07 10:22:33,0,2017-11-07,27010,450.17
8230,14,1,13,489,2017-11-07 12:31:40,0,2017-11-07,7747,129.12
30636,9,1,9,215,2017-11-07 00:53:09,0,2017-11-07,0,0.00
30636,3,1,49,280,2017-11-07 05:30:07,0,2017-11-07,16618,276.97
30636,3,1,13,280,2017-11-07 06:02:32,0,2017-11-07,1945,32.42
63340,28,1,14,135,2017-11-09 15:48:33,0,2017-11-09,0,0.00
255349,5,1,27,113,2017-11-08 09:36:23,1,2017-11-08,0,0.00
153148,3,1,19,280,2017-11-08 01:34:19,0,2017-11-08,0,0.00
119167,12,1,6,105,2017-11-06 16:37:25,0,2017-11-06,0,0.00
63369,2,1,19,237,2017-11-08 06:03:10,0,2017-11-08,0,0.00
59262,23,1,30,153,2017-11-09 11:38:20,0,2017-11-09,0,0.00
2642,6,1,17,125,2017-11-08 10:24:06,0,2017-11-08,0,0.00
69145,3,1,15,280,2017-11-08 04:17:00,0,2017-11-08,0,0.00
69145,35,1,19,21,2017-11-08 11:46:28,1,2017-11-08,26968,449.47
269997,7,1,19,101,2017-11-08 04:06:30,1,2017-11-08,0,0.00
53864,27,1,35,122,2017-11-07 00:38:05,0,2017-11-07,0,0.00
53864,3,1,35,173,2017-11-07 07:18:47,0,2017-11-07,24042,400.70
174925,2,1,22,435,2017-11-09 11:27:56,0,2017-11-09,0,0.00
95929,12,1,20,265,2017-11-06 16:03:53,0,2017-11-06,0,0.00
95766,18,1,9,134,2017-11-08 00:12:29,0,2017-11-08,0,0.00
95766,3,1,13,280,2017-11-08 01:02:12,0,2017-11-08,2983,49.72
95766,1,1,17,134,2017-11-08 02:01:08,0,2017-11-08,3536,58.93
95766,12,1,18,178,2017-11-08 02:05:29,0,2017-11-08,261,4.35
95766,55,1,19,453,2017-11-08 02:06:27,0,2017-11-08,58,0.97
95766,8,1,5,145,2017-11-08 02:07:02,0,2017-11-08,35,0.58
95766,3,1,18,489,2017-11-08 02:52:20,0,2017-11-08,2718,45.30
95766,20,1,13,478,2017-11-08 03:41:09,0,2017-11-08,2929,48.82
95766,9,1,25,258,2017-11-08 04:12:09,0,2017-11-08,1860,31.00
95766,12,1,19,259,2017-11-08 05:13:00,0,2017-11-08,3651,60.85
95766,12,1,13,245,2017-11-08 05:23:07,0,2017-11-08,607,10.12
95766,2,1,17,452,2017-11-08 06:02:44,0,2017-11-08,2377,39.62
95766,18,1,13,107,2017-11-08 08:27:20,0,2017-11-08,8676,144.60
95766,12,1,13,105,2017-11-08 08:43:28,0,2017-11-08,968,16.13
95766,12,1,1,212,2017-11-08 08:56:44,0,2017-11-08,796,13.27
95766,13,1,17,477,2017-11-08 09:41:45,0,2017-11-08,2701,45.02
95766,64,1,3,459,2017-11-08 10:14:59,0,2017-11-08,1994,33.23
95766,12,2,20,265,2017-11-08 10:50:08,0,2017-11-08,2109,35.15
95766,64,1,23,459,2017-11-08 10:53:56,0,2017-11-08,228,3.80
95766,19,171,24,213,2017-11-08 11:36:01,1,2017-11-08,2525,42.08
95766,19,1826,21,213,2017-11-08 12:32:23,1,2017-11-08,3382,56.37
95766,15,1,17,245,2017-11-08 13:12:12,0,2017-11-08,2389,39.82
95766,2,1,20,236,2017-11-08 14:08:51,0,2017-11-08,3399,56.65
95766,3,1,17,280,2017-11-08 14:33:36,0,2017-11-08,1485,24.75
95766,1,1,19,137,2017-11-08 15:31:45,0,2017-11-08,3489,58.15
95766,2,1,3,435,2017-11-08 17:41:01,0,2017-11-08,7756,129.27
95766,9,1,19,232,2017-11-08 20:31:03,0,2017-11-08,10202,170.03
95766,2,1,19,435,2017-11-08 21:05:11,0,2017-11-08,2048,34.13
95766,6,1,13,125,2017-11-08 22:48:09,0,2017-11-08,6178,102.97
119142,15,1,19,265,2017-11-09 00:02:23,0,2017-11-09,0,0.00
50059,14,1,18,401,2017-11-09 04:46:31,0,2017-11-09,0,0.00
9795,12,1,9,178,2017-11-07 08:47:08,0,2017-11-07,0,0.00
61220,2,1,18,435,2017-11-09 05:47:47,0,2017-11-09,0,0.00
7841,3,1,13,489,2017-11-06 17:58:32,0,2017-11-06,0,0.00
80437,3,2,19,137,2017-11-07 14:41:09,0,2017-11-07,0,0.00
56332,20,1,6,259,2017-11-08 16:01:56,0,2017-11-08,0,0.00
33724,14,1,41,489,2017-11-09 04:35:22,0,2017-11-09,0,0.00
33724,3,1,18,379,2017-11-09 13:48:16,0,2017-11-09,33174,552.90
16481,12,1,28,140,2017-11-08 07:36:15,0,2017-11-08,0,0.00
190103,3,1,22,115,2017-11-07 03:19:57,0,2017-11-07,0,0.00
175578,18,1,17,134,2017-11-07 03:28:17,0,2017-11-07,0,0.00
143580,39,1,12,101,2017-11-07 04:29:36,0,2017-11-07,0,0.00
50512,3,1,19,205,2017-11-08 10:31:22,0,2017-11-08,0,0.00
50512,3,2,11,280,2017-11-08 11:26:41,0,2017-11-08,3319,55.32
50512,15,1,22,245,2017-11-08 15:15:33,0,2017-11-08,13732,228.87
55424,14,1,22,489,2017-11-07 08:17:50,0,2017-11-07,0,0.00
55424,3,1,53,480,2017-11-07 13:28:01,0,2017-11-07,18611,310.18
205224,35,1,13,274,2017-11-07 09:11:49,1,2017-11-07,0,0.00
29577,2,1,19,317,2017-11-08 09:44:34,0,2017-11-08,0,0.00
94490,3,1,40,280,2017-11-08 11:20:37,0,2017-11-08,0,0.00
5413,15,1,4,265,2017-11-09 03:01:56,0,2017-11-09,0,0.00
5413,6,1,22,125,2017-11-09 10:50:31,0,2017-11-09,28115,468.58
11163,13,1,19,477,2017-11-08 09:48:38,0,2017-11-08,0,0.00
248713,14,1,19,489,2017-11-08 14:21:30,0,2017-11-08,0,0.00
72235,14,1,22,371,2017-11-08 00:43:36,0,2017-11-08,0,0.00
275804,10,1,32,113,2017-11-08 04:20:14,1,2017-11-08,0,0.00
1699,3,1,19,211,2017-11-09 08:18:05,0,2017-11-09,0,0.00
109851,14,1,19,134,2017-11-09 03:57:28,0,2017-11-09,0,0.00
109851,7,1,22,101,2017-11-09 06:51:34,0,2017-11-09,10446,174.10
82927,1,1,13,13,2017-11-09 14:52:12,0,2017-11-09,0,0.00
110382,12,1,14,259,2017-11-07 17:09:46,0,2017-11-07,0,0.00
148507,3,1,14,280,2017-11-07 04:36:37,0,2017-11-07,0,0.00
148507,24,1,37,105,2017-11-07 08:45:27,0,2017-11-07,14930,248.83
137697,18,1,17,107,2017-11-07 12:58:24,0,2017-11-07,0,0.00
119369,20,2,3,259,2017-11-09 00:03:01,0,2017-11-09,0,0.00
119369,15,1,19,480,2017-11-09 02:48:13,0,2017-11-09,9912,165.20
119369,19,0,24,347,2017-11-09 03:44:16,1,2017-11-09,3363,56.05
119369,2,1,17,435,2017-11-09 05:09:50,0,2017-11-09,5134,85.57
119369,2,1,13,477,2017-11-09 08:04:26,0,2017-11-09,10476,174.60
119369,93,1,6,371,2017-11-09 08:28:44,0,2017-11-09,1458,24.30
119369,19,214,24,213,2017-11-09 08:59:46,0,2017-11-09,1862,31.03
119369,3,1,26,421,2017-11-09 09:49:16,0,2017-11-09,2970,49.50
119369,56,1,6,406,2017-11-09 10:18:34,0,2017-11-09,1758,29.30
119369,7,1,19,101,2017-11-09 10:28:12,0,2017-11-09,578,9.63
119369,20,2,8,259,2017-11-09 11:52:20,0,2017-11-09,5048,84.13
119369,12,2,6,140,2017-11-09 12:00:47,0,2017-11-09,507,8.45
119369,7,1,1,101,2017-11-09 12:38:15,0,2017-11-09,2248,37.47
119369,7,2,9,101,2017-11-09 12:54:40,0,2017-11-09,985,16.42
119369,3,1,8,280,2017-11-09 13:25:08,0,2017-11-09,1828,30.47
119369,7,1,10,101,2017-11-09 13:27:05,0,2017-11-09,117,1.95
119369,3,2,18,110,2017-11-09 14:30:19,0,2017-11-09,3794,63.23
83344,3,1,13,452,2017-11-06 17:12:50,0,2017-11-06,0,0.00
89717,26,1,25,121,2017-11-08 07:33:13,0,2017-11-08,0,0.00
66421,9,1,1,215,2017-11-08 15:40:51,0,2017-11-08,0,0.00
18922,1,1,6,150,2017-11-08 23:24:42,0,2017-11-08,0,0.00
71762,3,1,20,280,2017-11-09 00:45:48,0,2017-11-09,0,0.00
71762,13,1,13,477,2017-11-09 01:36:15,0,2017-11-09,3027,50.45
71762,15,1,19,386,2017-11-09 04:09:26,0,2017-11-09,9191,153.18
71762,14,1,37,489,2017-11-09 07:16:33,0,2017-11-09,11227,187.12
71762,3,1,37,489,2017-11-09 09:21:10,0,2017-11-09,7477,124.62
177260,12,1,19,259,2017-11-07 05:29:33,0,2017-11-07,0,0.00
56400,15,1,10,245,2017-11-08 05:56:13,0,2017-11-08,0,0.00
73261,3,1,48,280,2017-11-09 02:50:43,0,2017-11-09,0,0.00
33021,12,1,17,259,2017-11-09 01:13:37,0,2017-11-09,0,0.00
33021,3,1,19,173,2017-11-09 06:02:11,0,2017-11-09,17314,288.57
220785,19,97,24,213,2017-11-08 12:47:10,1,2017-11-08,0,0.00
67606,12,1,18,265,2017-11-06 22:14:59,0,2017-11-06,0,0.00
172396,3,1,15,280,2017-11-07 13:48:21,0,2017-11-07,0,0.00
71474,2,1,41,237,2017-11-07 02:41:31,0,2017-11-07,0,0.00
55277,14,1,13,134,2017-11-08 06:24:01,0,2017-11-08,0,0.00
71235,18,1,13,439,2017-11-08 04:37:29,0,2017-11-08,0,0.00
71235,3,1,13,280,2017-11-08 12:23:20,0,2017-11-08,27951,465.85
71235,6,1,19,125,2017-11-08 13:46:41,0,2017-11-08,5001,83.35
48679,21,1,25,128,2017-11-08 11:26:31,0,2017-11-08,0,0.00
48679,9,1,25,134,2017-11-08 17:03:40,0,2017-11-08,20229,337.15
48679,22,1,22,116,2017-11-08 23:47:23,0,2017-11-08,24223,403.72
4536,15,1,25,245,2017-11-09 01:38:00,0,2017-11-09,0,0.00
4536,14,1,19,467,2017-11-09 03:27:25,0,2017-11-09,6565,109.42
312669,12,1,25,340,2017-11-09 08:25:10,0,2017-11-09,0,0.00
71309,3,1,1,280,2017-11-08 12:09:28,0,2017-11-08,0,0.00
26937,19,0,38,347,2017-11-07 16:40:15,1,2017-11-07,0,0.00
92882,2,1,19,237,2017-11-09 03:55:07,0,2017-11-09,0,0.00
92882,3,1,16,280,2017-11-09 05:37:42,0,2017-11-09,6155,102.58
92882,19,16,0,213,2017-11-09 14:09:52,1,2017-11-09,30730,512.17
351168,19,0,24,213,2017-11-09 08:10:38,1,2017-11-09,0,0.00
36370,8,1,19,145,2017-11-06 16:12:40,0,2017-11-06,0,0.00
112346,35,1,18,274,2017-11-07 01:12:39,1,2017-11-07,0,0.00
112346,9,1,19,334,2017-11-07 03:27:35,0,2017-11-07,8096,134.93
259895,20,2,4,259,2017-11-08 14:24:33,0,2017-11-08,0,0.00
182973,15,1,12,245,2017-11-09 10:29:03,0,2017-11-09,0,0.00
159204,9,1,13,466,2017-11-08 08:21:38,0,2017-11-08,0,0.00
190680,18,1,16,121,2017-11-07 04:33:42,0,2017-11-07,0,0.00
110077,15,1,8,412,2017-11-09 03:12:44,0,2017-11-09,0,0.00
66000,18,1,3,439,2017-11-09 10:20:20,0,2017-11-09,0,0.00
66000,14,1,25,442,2017-11-09 10:30:16,0,2017-11-09,596,9.93
66000,15,2,13,120,2017-11-09 11:01:14,0,2017-11-09,1858,30.97
66000,9,2,11,215,2017-11-09 11:17:44,0,2017-11-09,990,16.50
66000,9,2,32,466,2017-11-09 12:17:13,0,2017-11-09,3569,59.48
66000,3,2,9,280,2017-11-09 12:48:42,0,2017-11-09,1889,31.48
66000,23,1,13,153,2017-11-09 14:21:42,0,2017-11-09,5580,93.00
66000,14,1,1,439,2017-11-09 15:03:20,0,2017-11-09,2498,41.63
66000,7,1,13,101,2017-11-09 15:29:24,0,2017-11-09,1564,26.07
66000,3,1,37,421,2017-11-09 15:30:50,0,2017-11-09,86,1.43
202131,14,2,19,123,2017-11-06 17:30:37,0,2017-11-06,0,0.00
6168,3,1,32,280,2017-11-09 00:14:45,0,2017-11-09,0,0.00
111122,35,1,18,21,2017-11-07 02:54:31,1,2017-11-07,0,0.00
111122,35,1,13,21,2017-11-07 03:31:37,1,2017-11-07,2226,37.10
111122,15,1,13,278,2017-11-07 10:16:18,0,2017-11-07,24281,404.68
46667,12,1,19,219,2017-11-07 08:50:14,0,2017-11-07,0,0.00
155278,9,1,18,258,2017-11-07 04:58:39,0,2017-11-07,0,0.00
155278,2,1,22,237,2017-11-07 11:06:45,0,2017-11-07,22086,368.10
18889,7,2,22,101,2017-11-07 11:44:26,0,2017-11-07,0,0.00
32563,12,1,25,19,2017-11-07 06:58:26,0,2017-11-07,0,0.00
55430,18,3032,607,107,2017-11-07 04:09:55,0,2017-11-07,0,0.00
116731,18,1,30,134,2017-11-07 06:21:17,0,2017-11-07,0,0.00
116731,9,1,19,445,2017-11-07 11:57:35,0,2017-11-07,20178,336.30
134416,2,1,19,237,2017-11-08 06:02:33,1,2017-11-08,0,0.00
202464,3,1,19,135,2017-11-07 06:09:52,0,2017-11-07,0,0.00
202525,12,1,19,19,2017-11-07 13:23:16,0,2017-11-07,0,0.00
63391,2,1,9,237,2017-11-09 03:57:47,0,2017-11-09,0,0.00
63391,2,1,19,477,2017-11-09 08:06:21,0,2017-11-09,14914,248.57
233935,14,1,13,439,2017-11-08 01:23:36,0,2017-11-08,0,0.00
191732,15,1,27,460,2017-11-07 07:06:01,1,2017-11-07,0,0.00
116571,64,1,19,459,2017-11-07 09:55:59,0,2017-11-07,0,0.00
6298,15,1,13,315,2017-11-07 07:59:55,0,2017-11-07,0,0.00
81729,9,1,6,489,2017-11-07 14:23:40,0,2017-11-07,0,0.00
224318,15,1,19,278,2017-11-08 00:18:26,0,2017-11-08,0,0.00
227490,15,1,13,111,2017-11-08 06:30:59,0,2017-11-08,0,0.00
133259,3,1,19,280,2017-11-09 03:54:43,0,2017-11-09,0,0.00
84991,18,1,15,107,2017-11-08 11:40:44,0,2017-11-08,0,0.00
95263,35,1,13,21,2017-11-08 01:34:47,1,2017-11-08,0,0.00
65988,15,1,20,245,2017-11-07 07:41:31,0,2017-11-07,0,0.00
104459,9,1,19,334,2017-11-08 10:15:31,0,2017-11-08,0,0.00
77275,15,1,15,130,2017-11-08 12:17:23,0,2017-11-08,0,0.00
187243,15,1,19,430,2017-11-07 09:35:54,0,2017-11-07,0,0.00
75520,6,1,12,459,2017-11-09 06:17:24,0,2017-11-09,0,0.00
75520,2,1,23,236,2017-11-09 13:33:19,0,2017-11-09,26155,435.92
70202,21,1,19,128,2017-11-08 03:56:24,0,2017-11-08,0,0.00
119552,3,1,13,417,2017-11-08 13:54:30,0,2017-11-08,0,0.00
212823,19,0,0,213,2017-11-08 04:22:42,1,2017-11-08,0,0.00
261985,29,1,9,213,2017-11-08 15:01:52,1,2017-11-08,0,0.00
82007,12,1,18,205,2017-11-09 05:01:23,0,2017-11-09,0,0.00
185545,3,1,37,211,2017-11-09 12:13:55,0,2017-11-09,0,0.00
84272,21,1,17,232,2017-11-08 00:15:16,0,2017-11-08,0,0.00
84272,3,1,53,424,2017-11-08 03:16:23,0,2017-11-08,10867,181.12
153533,15,1,19,130,2017-11-06 22:48:49,0,2017-11-06,0,0.00
195655,12,1,22,178,2017-11-07 05:52:02,0,2017-11-07,0,0.00
45868,2,1,19,219,2017-11-07 02:20:18,0,2017-11-07,0,0.00
45868,15,1,20,386,2017-11-07 14:58:23,0,2017-11-07,45485,758.08
117272,12,1,19,178,2017-11-07 01:35:06,0,2017-11-07,0,0.00
180392,2,1,19,122,2017-11-08 23:27:42,0,2017-11-08,0,0.00
99548,1,1,18,150,2017-11-08 10:10:41,0,2017-11-08,0,0.00
22572,3,1,36,489,2017-11-08 00:30:03,0,2017-11-08,0,0.00
168224,3,1,13,489,2017-11-08 13:36:53,0,2017-11-08,0,0.00
46104,8,1,10,145,2017-11-09 07:01:56,0,2017-11-09,0,0.00
47325,15,1,19,386,2017-11-08 08:39:42,0,2017-11-08,0,0.00
77103,18,1,22,121,2017-11-08 10:26:45,0,2017-11-08,0,0.00
99070,12,1,37,245,2017-11-08 02:50:11,0,2017-11-08,0,0.00
99070,2,1,19,377,2017-11-08 21:40:12,0,2017-11-08,67801,1130.02
239858,3,1,19,409,2017-11-08 04:13:22,0,2017-11-08,0,0.00
105101,17,1,11,280,2017-11-09 10:53:57,0,2017-11-09,0,0.00
105101,1,1,13,101,2017-11-09 14:59:44,0,2017-11-09,14747,245.78
105101,3,1,13,442,2017-11-09 15:49:43,0,2017-11-09,2999,49.98
84410,8,1,19,145,2017-11-07 05:55:38,0,2017-11-07,0,0.00
82240,26,1,30,266,2017-11-06 22:49:00,0,2017-11-06,0,0.00
47674,15,1,19,430,2017-11-08 21:55:25,0,2017-11-08,0,0.00
69243,15,1,13,245,2017-11-08 09:57:49,0,2017-11-08,0,0.00
133372,3,1,13,280,2017-11-08 04:15:29,0,2017-11-08,0,0.00
123709,15,1,13,379,2017-11-08 01:44:08,0,2017-11-08,0,0.00
123709,64,1,13,459,2017-11-08 06:40:52,0,2017-11-08,17804,296.73
75858,8,2,15,145,2017-11-08 21:41:27,0,2017-11-08,0,0.00
22037,18,1,19,121,2017-11-08 07:41:50,0,2017-11-08,0,0.00
34158,9,1,19,334,2017-11-09 12:18:38,0,2017-11-09,0,0.00
56038,12,1,8,219,2017-11-08 05:29:20,0,2017-11-08,0,0.00
56038,8,1,19,145,2017-11-08 10:43:41,0,2017-11-08,18861,314.35
31752,2,1,13,219,2017-11-08 00:51:41,0,2017-11-08,0,0.00
31752,2,1,13,435,2017-11-08 13:20:35,0,2017-11-08,44934,748.90
199595,5,1,8,113,2017-11-08 17:03:02,1,2017-11-08,0,0.00
191427,19,743,50,213,2017-11-07 08:05:09,1,2017-11-07,0,0.00
138438,9,1,19,215,2017-11-06 23:37:17,0,2017-11-06,0,0.00
123596,3,1,19,205,2017-11-08 05:52:56,0,2017-11-08,0,0.00
123596,18,1,19,134,2017-11-08 14:44:54,0,2017-11-08,31918,531.97
187191,18,1,13,134,2017-11-07 02:49:04,0,2017-11-07,0,0.00
41106,18,1,13,107,2017-11-07 12:45:01,0,2017-11-07,0,0.00
218828,5,1,7,113,2017-11-09 04:47:09,1,2017-11-09,0,0.00
44555,2,2,27,477,2017-11-08 01:54:14,0,2017-11-08,0,0.00
44555,3,1,12,280,2017-11-08 11:30:24,0,2017-11-08,34570,576.17
44555,12,2,15,326,2017-11-08 11:47:05,0,2017-11-08,1001,16.68
44555,2,1,19,477,2017-11-08 14:52:31,0,2017-11-08,11126,185.43
44555,3,1,19,280,2017-11-08 15:25:40,0,2017-11-08,1989,33.15
44555,15,1,1,140,2017-11-08 15:28:24,0,2017-11-08,164,2.73
44555,26,1,13,121,2017-11-08 16:26:23,0,2017-11-08,3479,57.98
201027,13,1,19,477,2017-11-07 08:23:05,0,2017-11-07,0,0.00
100275,9,1,13,134,2017-11-06 16:07:57,0,2017-11-06,0,0.00
100275,8,1,13,145,2017-11-06 17:56:06,0,2017-11-06,6489,108.15
100275,9,1,9,258,2017-11-06 19:29:20,0,2017-11-06,5594,93.23
100275,6,1,23,459,2017-11-06 19:47:24,0,2017-11-06,1084,18.07
100275,3,1,6,173,2017-11-06 23:27:53,0,2017-11-06,13229,220.48
100275,15,1,30,130,2017-11-06 23:56:38,0,2017-11-06,1725,28.75
100275,20,1,19,259,2017-11-06 23:56:43,1,2017-11-06,5,0.08
32487,12,1,19,178,2017-11-09 11:16:26,0,2017-11-09,0,0.00
32487,25,2,13,259,2017-11-09 14:17:05,0,2017-11-09,10839,180.65
79970,18,1,18,107,2017-11-09 09:02:55,0,2017-11-09,0,0.00
117087,3,1,13,211,2017-11-08 09:55:59,0,2017-11-08,0,0.00
