ip,app,total_clicks,click_time_range
34342,14,1,0
230312,7,1,0
210218,18,1,0
81545,2,1,0
104548,8,1,0
112086,9,1,0
74401,21,1,0
8482,23,1,0
56134,11,1,0
11141,9,1,0
4573,3,1,0
46427,14,1,0
40648,3,4,1645
87635,12,1,0
115772,11,1,0
93837,29,1,0
191817,28,1,0
172957,27,1,0
64236,35,1,0
231953,39,1,0
110637,6,1,0
63902,1,1,0
282450,12,1,0
108942,21,1,0
152180,3,1,0
21944,64,1,0
120834,9,1,0
168531,12,1,0
132989,19,1,0
71569,18,2,292
329131,9,1,0
78416,14,1,0
137052,29,3,1550
86869,15,1,0
115663,35,1,0
69886,2,1,0
25071,18,2,1265
355009,8,1,0
358577,52,1,0
67581,2,2,347
55179,15,1,0
195038,2,1,0
218701,35,1,0
92583,13,1,0
113231,19,1,0
74195,9,1,0
32506,18,1,0
79713,14,1,0
62172,12,1,0
30841,3,1,0
24985,18,1,0
2600,3,3,3105
14200,18,1,0
134905,21,1,0
224467,45,1,0
135167,3,1,0
69280,7,1,0
98102,18,1,0
203173,18,1,0
59415,9,1,0
134213,3,1,0
128959,3,1,0
114220,3,6,3796
116708,21,1,0
177260,12,1,0
188109,35,1,0
119531,37,1,0
82017,14,2,2545
63817,14,1,0
53357,9,1,0
114341,14,1,0
24850,18,1,0
113062,15,1,0
203873,16,1,0
261050,3,1,0
122361,24,1,0
79271,35,1,0
66724,3,1,0
37862,2,1,0
48919,3,1,0
81100,14,1,0
79806,13,1,0
95210,15,1,0
118930,19,1,0
56545,27,1,0
85636,14,1,0
72131,3,2,324
77104,24,1,0
103024,14,1,0
75574,12,2,1875
147309,5,1,0
54991,18,1,0
144665,66,1,0
64047,10,1,0
217752,35,1,0
61774,9,1,0
18270,21,1,0
14217,3,1,0
259977,5,1,0
115655,3,1,0
106178,60,1,0
8499,2,1,0
59426,18,3,3068
6861,9,1,0
74515,15,1,0
219689,5,1,0
16067,12,1,0
92735,3,9,4245
174860,20,1,0
93587,1,1,0
145274,5,1,0
148868,12,1,0
81629,18,2,1387
197065,37,1,0
21791,19,1,0
105416,27,1,0
43805,3,1,0
32487,9,1,0
108341,8,1,0
65427,12,1,0
39670,18,1,0
140770,107,1,0
296989,3,1,0
81541,12,1,0
45275,19,1,0
7098,2,1,0
189577,15,1,0
146733,14,1,0
27802,8,1,0
142855,3,1,0
57520,3,1,0
251447,14,1,0
70576,25,1,0
188932,1,1,0
111207,19,1,0
1890,2,1,0
103190,26,1,0
87634,9,1,0
297207,19,1,0
32487,3,2,2016
258752,196,1,0
72128,35,2,2089
83917,2,1,0
10760,3,1,0
13073,12,1,0
17069,43,1,0
92160,3,2,281
152968,6,1,0
48221,3,1,0
34819,18,1,0
41471,64,1,0
11716,3,1,0
90855,23,1,0
139625,25,1,0
50478,14,1,0
12470,18,1,0
145003,9,1,0
200247,26,1,0
9915,23,1,0
45929,107,1,0
30173,14,1,0
197275,6,1,0
47433,3,1,0
144301,10,1,0
31783,3,1,0
79153,9,1,0
105447,12,3,1998
81548,15,1,0
58991,12,1,0
72407,2,1,0
255166,1,1,0
42604,2,1,0
185906,24,1,0
42219,3,2,1435
6976,14,1,0
302851,9,1,0
136442,2,1,0
10357,12,1,0
100300,50,1,0
87940,35,1,0
29567,246,1,0
14217,18,1,0
284149,27,1,0
32677,2,1,0
15322,3,1,0
30573,9,1,0
41432,15,1,0
63883,3,1,0
178165,3,1,0
105475,6,2,2711
77626,3,1,0
64673,13,1,0
263621,12,1,0
23675,18,1,0
241403,45,1,0
133031,15,1,0
58800,8,1,0
68671,12,1,0
37502,9,1,0
83591,3,1,0
103411,14,1,0
319198,14,1,0
8297,18,1,0
44067,232,1,0
128885,18,1,0
4825,2,1,0
67446,20,1,0
139783,3,1,0
184968,12,1,0
201561,3,1,0
145896,18,1,0
311390,72,1,0
166118,3,1,0
53976,15,1,0
80466,12,1,0
9147,19,1,0
17362,9,1,0
120546,17,1,0
64354,11,1,0
347515,83,1,0
183167,19,1,0
52043,3,4,2774
74889,19,1,0
93230,12,1,0
28099,15,1,0
275296,15,1,0
13912,3,1,0
99437,2,1,0
116696,2,2,2125
211291,12,1,0
12350,22,1,0
284302,15,1,0
161625,11,1,0
14357,12,1,0
77127,18,1,0
191496,12,1,0
57809,11,1,0
319397,11,1,0
99427,5,1,0
114816,19,1,0
145063,12,1,0
1237,6,1,0
92284,2,1,0
224560,22,1,0
110257,18,1,0
97421,3,1,0
51905,11,1,0
42252,15,2,2083
14187,12,1,0
253917,15,1,0
59405,12,1,0
113357,2,1,0
54099,12,1,0
151574,19,1,0
120163,12,1,0
102206,9,1,0
83061,26,1,0
87379,2,1,0
13784,8,1,0
85963,26,1,0
109243,12,1,0
173191,19,1,0
44222,3,1,0
39328,8,1,0
92376,3,1,0
146711,3,1,0
20737,64,1,0
249724,21,1,0
1127,18,1,0
125990,3,1,0
59459,9,1,0
10847,21,1,0
27,14,1,0
154228,28,1,0
64516,9,3,3277
110229,14,1,0
113026,3,2,601
24729,15,1,0
100275,12,9,3114
116530,2,1,0
39546,17,1,0
73159,35,1,0
80770,6,1,0
61651,12,1,0
106655,3,1,0
319754,19,1,0
48296,6,2,613
91712,12,1,0
9234,3,1,0
79901,2,1,0
60708,9,1,0
111186,18,1,0
112806,64,1,0
122673,12,1,0
38677,14,1,0
5425,12,1,0
92804,2,2,2036
17378,9,1,0
166874,15,1,0
97490,2,1,0
61861,9,1,0
81161,3,1,0
103535,5,1,0
123709,15,1,0
170171,9,1,0
91006,12,3,1797
90588,3,2,2206
20753,13,1,0
40317,12,1,0
25317,2,1,0
209088,24,1,0
144783,3,1,0
95870,14,1,0
77437,1,1,0
41611,2,1,0
94151,2,1,0
17165,12,2,84
72830,23,1,0
44580,6,1,0
48914,12,1,0
50284,2,1,0
305603,3,1,0
110985,18,1,0
63189,7,1,0
167583,2,3,660
24407,2,1,0
66000,23,1,0
81846,12,1,0
236674,2,1,0
29540,19,1,0
165224,10,1,0
188328,2,1,0
302862,3,1,0
29997,12,1,0
108823,3,1,0
154091,3,1,0
29347,12,1,0
64386,35,2,1813
112228,18,1,0
4052,3,5,2221
217912,14,1,0
335065,15,1,0
120190,64,1,0
120334,2,1,0
73541,14,1,0
5348,1,10,3593
17147,2,1,0
205438,6,1,0
2603,3,1,0
113543,26,1,0
5333,9,1,0
105053,18,1,0
130184,2,1,0
14737,12,2,132
15595,8,1,0
89313,18,1,0
194809,35,1,0
52076,27,1,0
34667,50,1,0
8292,12,1,0
101107,3,1,0
44005,26,1,0
11908,1,1,0
81287,14,1,0
17376,1,1,0
113696,18,1,0
33104,1,1,0
33712,18,1,0
112476,9,1,0
55009,14,1,0
6456,3,1,0
30116,3,1,0
140826,2,2,3505
19964,18,1,0
314858,10,1,0
71805,1,1,0
83388,20,1,0
46595,12,2,3112
2284,14,1,0
161681,19,1,0
201902,10,1,0
127081,15,2,2781
185712,3,1,0
100333,12,1,0
25478,18,1,0
209001,15,1,0
35643,1,1,0
113643,9,1,0
230355,3,1,0
205164,2,1,0
44725,58,1,0
188573,14,1,0
244221,19,1,0
28228,18,1,0
5729,21,1,0
110390,3,2,3312
56498,2,2,1418
38986,2,3,390
70259,2,1,0
13634,6,1,0
26995,25,2,1138
172750,21,1,0
123070,12,1,0
196598,3,1,0
63956,15,1,0
119531,15,4,1505
107687,14,1,0
150624,14,1,0
77041,26,1,0
19606,12,1,0
159870,12,1,0
91885,10,1,0
27574,2,1,0
31215,6,1,0
35774,15,1,0
171748,19,1,0
179274,3,1,0
85896,12,1,0
143657,2,1,0
102636,25,1,0
120213,15,1,0
276088,15,2,917
181849,3,2,1598
22808,14,1,0
233526,5,1,0
26802,2,1,0
37183,2,1,0
39044,19,1,0
44670,17,1,0
80245,1,1,0
122614,21,1,0
215008,14,1,0
186913,3,1,0
119654,18,1,0
68413,15,1,0
87779,2,1,0
34520,14,3,1904
263988,19,1,0
35221,66,1,0
41369,13,1,0
252218,9,1,0
118866,3,1,0
338557,25,1,0
363930,39,1,0
59572,12,1,0
119303,11,1,0
8870,2,2,1101
118315,9,1,0
63188,3,1,0
11926,12,1,0
93089,64,2,323
120148,8,1,0
115033,21,1,0
7471,29,1,0
144604,13,1,0
81606,19,2,1259
108942,151,1,0
118727,12,2,107
86091,3,2,1729
356616,12,1,0
6377,12,1,0
26449,23,1,0
22876,18,1,0
23153,19,1,0
123598,9,1,0
45714,3,1,0
125222,14,3,711
63101,28,1,0
44454,12,1,0
27237,26,1,0
83149,9,1,0
81341,12,1,0
147713,15,1,0
32563,12,1,0
93739,9,1,0
15386,9,1,0
150806,12,1,0
104199,19,1,0
42103,18,1,0
170761,27,1,0
147174,5,1,0
35948,3,1,0
62738,20,1,0
89556,12,1,0
184361,3,2,42
44744,17,1,0
104613,18,1,0
60051,2,1,0
48587,3,3,2215
81937,3,1,0
202119,1,1,0
44574,2,1,0
54274,3,1,0
73048,26,1,0
91232,3,1,0
767,64,1,0
115673,3,2,2124
26766,3,1,0
106040,12,1,0
121472,6,1,0
301397,13,1,0
224181,9,1,0
130940,15,1,0
43153,18,1,0
85625,20,1,0
102040,2,1,0
120720,13,1,0
14256,11,1,0
170055,105,1,0
59384,9,1,0
34795,1,1,0
113418,19,1,0
102082,3,1,0
193548,18,1,0
95808,2,1,0
120669,2,1,0
227918,3,1,0
107155,15,2,993
92922,3,1,0
15448,14,1,0
49740,18,1,0
194843,2,1,0
68717,26,1,0
5322,2,1,0
119317,9,1,0
72134,3,1,0
102353,6,1,0
361401,19,1,0
165381,19,1,0
13608,26,1,0
62892,2,1,0
24872,36,1,0
202587,12,1,0
51043,19,1,0
239656,18,1,0
114702,15,1,0
142328,12,1,0
99961,15,1,0
15596,12,1,0
92927,28,1,0
253400,3,1,0
37879,5,1,0
313162,5,1,0
83561,3,1,0
293920,29,1,0
325879,19,1,0
119531,29,1,0
95788,3,1,0
61355,14,1,0
51384,14,1,0
111708,2,6,4109
205353,15,1,0
93027,11,1,0
276658,1,1,0
49383,3,3,2707
171292,3,1,0
221329,10,1,0
169382,3,1,0
116098,3,1,0
38404,55,1,0
356260,19,1,0
5314,12,35,3389
39546,9,2,3472
203105,21,1,0
91885,2,3,3371
20309,9,1,0
225535,14,1,0
354205,19,1,0
164865,18,1,0
125149,15,1,0
30280,11,1,0
41399,23,1,0
31415,3,2,1314
2433,8,1,0
27678,35,1,0
66015,19,1,0
286951,3,1,0
17376,3,1,0
161566,15,2,3065
306487,27,1,0
31790,14,1,0
64372,3,1,0
216529,19,1,0
322468,20,1,0
242984,19,1,0
40133,11,1,0
74276,14,1,0
110592,18,1,0
301709,18,1,0
148066,15,1,0
9611,12,1,0
35958,15,1,0
65253,24,1,0
8401,12,1,0
112775,20,1,0
199616,18,1,0
187928,87,1,0
67148,1,1,0
139886,12,1,0
63430,20,1,0
339845,3,1,0
104868,25,1,0
70260,12,1,0
47534,19,1,0
5011,25,1,0
113606,12,1,0
178731,3,1,0
358675,39,1,0
34704,18,1,0
123592,18,1,0
1810,7,1,0
115621,12,1,0
292893,19,1,0
66723,9,1,0
102264,15,1,0
104603,2,1,0
15459,18,1,0
29844,15,1,0
136603,3,1,0
166160,27,1,0
37318,1,1,0
18428,15,1,0
6424,3,1,0
237586,19,1,0
240784,19,1,0
10847,8,1,0
313242,15,1,0
111438,12,1,0
53929,12,2,1827
85192,12,4,4256
171498,2,1,0
177969,9,1,0
40400,9,3,944
12828,9,1,0
67808,2,1,0
138328,2,1,0
329692,10,1,0
329235,45,1,0
10347,3,1,0
7813,12,2,1479
75504,10,1,0
37111,62,1,0
89192,19,1,0
104173,2,1,0
157004,2,1,0
30012,29,1,0
86977,18,1,0
95982,12,1,0
187467,1,1,0
70975,3,1,0
44498,3,1,0
256424,12,1,0
119280,18,1,0
10976,9,1,0
26515,3,1,0
6215,26,1,0
106200,3,3,1200
108745,12,1,0
81001,35,1,0
139060,12,1,0
321311,11,1,0
89111,2,2,820
42029,3,1,0
84896,9,5,3900
34137,12,1,0
148751,35,1,0
288059,197,1,0
51379,9,1,0
21681,2,1,0
100182,7,2,2957
140278,18,1,0
83315,9,1,0
75504,43,1,0
8718,26,1,0
53665,3,2,178
196350,18,1,0
183206,3,1,0
148794,14,1,0
468,1,1,0
110112,15,1,0
101572,14,1,0
69443,9,1,0
171687,15,1,0
66644,25,1,0
70552,15,1,0
175113,12,1,0
17516,35,1,0
313895,11,1,0
156010,19,1,0
5787,14,1,0
209283,19,1,0
95196,19,1,0
122227,9,1,0
65704,15,1,0
120533,3,1,0
323652,2,1,0
13945,8,1,0
41285,15,1,0
106178,64,1,0
347598,70,1,0
240475,15,1,0
103062,12,3,2445
105606,15,1,0
118625,2,1,0
163859,163,1,0
89253,3,3,1209
36644,3,1,0
65076,3,2,3057
55988,3,2,1424
83306,11,1,0
112356,28,1,0
292810,3,1,0
252442,45,1,0
26564,14,1,0
246950,19,1,0
114878,2,11,3385
25118,21,1,0
15800,22,1,0
44229,17,1,0
88586,9,1,0
159863,19,1,0
37010,2,1,0
225020,19,1,0
113711,12,1,0
53025,3,1,0
28283,12,1,0
65792,8,1,0
124589,12,1,0
22374,3,2,667
99744,18,1,0
21992,12,1,0
114770,12,1,0
5433,12,1,0
263678,23,1,0
153162,9,1,0
22444,12,1,0
3782,19,1,0
131723,19,1,0
69925,14,1,0
111025,7,3,197
170153,20,1,0
96903,3,1,0
191691,3,4,2173
59064,12,1,0
97177,3,1,0
209663,12,7,1923
280348,3,1,0
109706,23,1,0
113947,8,1,0
110983,3,1,0
11846,15,1,0
33104,2,2,1262
92413,13,1,0
41780,11,1,0
24008,12,1,0
181641,19,1,0
297389,29,1,0
7255,9,2,1319
56516,1,1,0
112525,3,1,0
90349,12,1,0
83660,2,1,0
61220,12,1,0
75379,10,1,0
138368,35,1,0
3964,2,1,0
306007,48,1,0
2439,3,1,0
154104,3,1,0
7664,12,1,0
99769,18,3,1043
310622,3,1,0
138611,35,1,0
75539,6,1,0
7127,20,1,0
93542,3,2,3065
93927,12,1,0
32412,12,1,0
299555,23,1,0
166515,18,1,0
39802,3,1,0
14236,9,1,0
299388,3,1,0
82156,19,1,0
11089,9,1,0
281239,72,1,0
30867,6,1,0
118534,18,2,3787
70563,2,1,0
92908,15,1,0
307322,19,1,0
64741,12,1,0
137052,26,1,0
191415,12,1,0
138302,2,1,0
191732,15,1,0
40241,2,2,216
71295,3,1,0
84934,2,1,0
272953,19,1,0
26573,3,1,0
132900,5,1,0
110030,12,1,0
32138,11,1,0
71724,14,1,0
8994,3,1,0
34323,9,1,0
61606,12,1,0
157822,130,1,0
25145,25,1,0
235043,12,1,0
36132,9,1,0
146350,21,1,0
98433,12,1,0
63812,18,1,0
120197,3,1,0
29241,3,1,0
73487,18,11,4000
2208,21,1,0
177236,64,1,0
90485,12,4,2309
185938,9,1,0
66500,14,1,0
110356,12,1,0
69267,22,1,0
87584,3,1,0
5178,15,7,1418
34273,9,1,0
83594,9,1,0
4019,29,1,0
85980,3,1,0
33976,9,1,0
1693,9,1,0
18445,1,1,0
120112,19,1,0
15192,18,1,0
93587,19,1,0
122760,7,1,0
174924,12,1,0
107091,64,1,0
122949,9,1,0
8505,9,1,0
158958,18,1,0
53582,3,1,0
207787,15,1,0
243957,12,1,0
36150,21,1,0
218054,25,1,0
12524,12,1,0
209333,15,1,0
195816,12,1,0
57938,15,1,0
256715,19,1,0
33503,21,1,0
2176,3,1,0
5314,26,5,3534
311544,105,1,0
40957,12,1,0
6595,7,1,0
85329,18,1,0
105534,1,1,0
11675,20,1,0
29785,3,1,0
62567,18,1,0
85208,12,1,0
120047,2,1,0
204785,1,1,0
35252,2,1,0
173624,3,1,0
96916,12,1,0
11532,9,1,0
13145,2,1,0
79180,12,2,1190
48084,18,1,0
117670,2,1,0
14299,8,1,0
26849,21,1,0
60344,14,1,0
147957,12,5,907
278674,8,1,0
17975,9,1,0
154541,18,1,0
90920,3,2,229
58800,12,1,0
323269,45,1,0
25201,3,1,0
163174,3,1,0
68516,12,1,0
112394,2,2,1059
29970,15,1,0
150142,15,1,0
43772,15,1,0
119236,9,2,1752
95570,190,1,0
4565,3,1,0
56362,2,1,0
109614,9,1,0
114235,13,3,2193
198117,9,1,0
107892,18,1,0
73333,18,1,0
47770,2,1,0
69140,3,1,0
83959,26,1,0
26481,14,1,0
102924,18,1,0
138061,27,1,0
89562,20,1,0
107246,2,1,0
120901,18,1,0
109355,23,1,0
348462,8,1,0
134645,19,1,0
17560,27,1,0
63947,6,1,0
70747,12,1,0
181717,2,1,0
325776,5,1,0
124924,2,4,1283
79616,7,1,0
98566,8,1,0
32453,9,3,1607
151869,3,1,0
96627,12,1,0
69145,15,1,0
97426,12,1,0
96878,12,1,0
12730,18,1,0
66258,9,3,3246
56244,15,1,0
73248,23,1,0
90800,15,1,0
47598,9,1,0
52726,1,1,0
303828,23,1,0
76811,8,1,0
118157,23,1,0
56894,2,1,0
123955,19,1,0
2095,15,2,716
18397,14,1,0
196790,2,1,0
13727,12,1,0
289262,10,1,0
178127,27,1,0
114314,15,5,1144
119758,2,1,0
171043,18,1,0
201182,2,11,2375
108765,14,1,0
109743,1,1,0
112553,27,1,0
173324,2,1,0
161480,35,1,0
21718,2,1,0
81792,3,1,0
65555,1,1,0
104323,18,1,0
25614,52,1,0
127505,3,1,0
105603,13,1,0
24877,18,1,0
23541,64,1,0
93389,15,1,0
48057,15,1,0
104774,3,1,0
140567,21,1,0
73336,15,1,0
64345,2,1,0
81469,29,1,0
60231,26,1,0
68568,15,1,0
70552,14,1,0
127591,8,1,0
53678,18,1,0
88727,14,1,0
15092,1,1,0
147399,18,1,0
201558,14,1,0
342213,3,1,0
30957,36,1,0
30739,3,1,0
5098,18,1,0
193148,12,1,0
123944,2,1,0
70446,15,1,0
193591,2,1,0
130502,121,1,0
58962,9,1,0
231615,29,1,0
139032,18,1,0
66013,3,1,0
169223,15,1,0
29717,3,1,0
134730,19,1,0
105811,3,1,0
80676,13,1,0
4602,26,1,0
131991,12,1,0
89592,2,1,0
251547,29,1,0
29533,9,2,308
74924,12,1,0
363504,12,1,0
105406,2,1,0
358896,15,1,0
254369,62,1,0
74980,1,1,0
23983,15,1,0
98454,25,1,0
177151,17,1,0
81976,29,1,0
69158,9,1,0
118367,3,1,0
89689,9,1,0
190406,3,1,0
48240,3,8,3363
256199,5,1,0
58978,26,1,0
178873,21,2,1290
69413,3,1,0
22072,2,1,0
120818,9,1,0
47611,3,1,0
5011,9,1,0
76944,64,1,0
161686,15,1,0
275452,19,1,0
67407,21,1,0
116731,9,1,0
232451,15,1,0
24980,3,1,0
59837,19,1,0
199986,19,1,0
341903,3,1,0
120608,12,1,0
25737,66,1,0
136616,3,2,861
285289,14,1,0
146407,9,1,0
154147,3,1,0
185417,19,1,0
77943,18,1,0
115974,4,1,0
85533,24,1,0
71754,28,1,0
197240,13,1,0
159814,14,1,0
131982,19,1,0
241551,72,1,0
30310,2,1,0
286416,15,1,0
38986,3,1,0
340589,83,1,0
29972,14,1,0
58369,12,2,103
114220,8,1,0
310719,10,1,0
120372,12,1,0
18950,1,1,0
133783,3,1,0
23016,12,1,0
111028,11,1,0
60496,12,1,0
89531,15,1,0
38922,3,1,0
101331,9,1,0
56020,78,1,0
75847,3,1,0
114694,17,1,0
70874,1,1,0
275257,18,1,0
53607,15,1,0
105519,12,2,995
168434,3,1,0
45201,2,1,0
191817,18,1,0
83906,11,1,0
12810,13,1,0
6989,2,1,0
157145,18,1,0
230325,3,1,0
18128,18,1,0
41094,28,1,0
33841,35,1,0
111025,10,1,0
67118,14,2,1643
1629,18,1,0
89428,27,1,0
55920,3,1,0
18182,14,1,0
90319,15,1,0
191691,25,1,0
83943,3,1,0
102025,15,1,0
4701,2,1,0
150374,15,1,0
107008,15,1,0
49600,64,1,0
53479,12,2,576
184412,3,1,0
58476,15,2,2437
95177,9,2,805
71636,9,1,0
34233,19,1,0
72958,12,1,0
35617,9,1,0
29872,3,1,0
33893,11,1,0
121001,19,1,0
57911,32,1,0
8599,35,1,0
138385,18,1,0
103218,15,1,0
7649,2,1,0
272009,10,1,0
13177,12,2,1488
77085,2,5,2081
265373,19,1,0
38407,27,1,0
75431,27,1,0
323940,10,1,0
39328,9,1,0
83614,3,2,1465
36173,1,1,0
175552,15,1,0
80686,14,1,0
286674,24,1,0
191295,14,1,0
80781,1,1,0
42577,35,1,0
17338,23,1,0
118125,10,1,0
119614,1,1,0
78776,12,1,0
97122,19,1,0
103377,27,1,0
344855,29,1,0
189070,10,1,0
97043,6,1,0
119638,1,1,0
80388,12,1,0
56751,9,2,1328
5338,18,1,0
38633,18,1,0
3964,65,1,0
52653,9,1,0
177990,21,1,0
41691,20,1,0
245802,1,1,0
33503,3,4,2191
2528,6,1,0
67708,64,1,0
95766,64,2,38
113964,15,1,0
297817,24,1,0
43649,13,1,0
74640,17,1,0
189955,18,1,0
140525,18,1,0
231027,19,1,0
271329,29,1,0
128323,29,1,0
2178,14,1,0
74120,1,1,0
53743,32,1,0
74176,3,1,0
37535,35,1,0
315058,12,1,0
171431,12,1,0
5314,29,8,2381
210691,29,1,0
38835,3,1,0
176402,19,1,0
20754,64,1,0
141691,14,1,0
288946,5,1,0
7553,14,1,0
76554,17,1,0
95183,17,1,0
84196,14,1,0
16032,23,1,0
37565,9,1,0
107091,15,1,0
113723,27,1,0
36150,1,2,344
162183,11,1,0
114220,28,1,0
89596,18,1,0
251264,2,1,0
137052,7,1,0
76687,3,1,0
80245,18,1,0
47720,3,1,0
157019,12,1,0
2491,3,2,2165
59226,15,1,0
345946,19,1,0
40023,6,1,0
191880,3,1,0
77257,23,1,0
26876,12,1,0
238307,2,1,0
95929,3,1,0
5022,18,1,0
46695,24,1,0
112302,202,1,0
264437,3,1,0
117898,13,1,0
354640,19,1,0
41369,3,2,2644
247704,11,1,0
100375,3,1,0
55852,1,1,0
31971,14,1,0
291108,9,1,0
24848,3,1,0
284965,21,1,0
98762,35,1,0
116425,3,3,1233
256179,12,1,0
16783,9,1,0
201182,11,3,3408
48679,14,1,0
49602,1,2,720
87074,15,1,0
328423,2,1,0
109386,11,1,0
49383,12,2,352
38160,19,1,0
3994,1,2,2711
77586,15,1,0
319539,9,1,0
75847,18,1,0
18890,18,1,0
122982,3,1,0
80919,20,1,0
100099,32,1,0
59955,35,1,0
23246,12,1,0
86320,9,2,1564
64188,14,1,0
5147,165,1,0
1456,12,1,0
19271,26,1,0
121034,12,1,0
201182,28,1,0
111423,9,1,0
31678,79,1,0
18428,3,1,0
5348,20,6,3033
2643,18,1,0
157876,9,1,0
124519,35,1,0
130897,3,1,0
30636,15,2,2435
78853,26,1,0
137674,15,1,0
250172,23,1,0
63089,9,1,0
102467,29,1,0
40678,18,1,0
191817,2,1,0
182059,3,1,0
56038,8,1,0
50151,15,1,0
5314,23,3,1206
145875,3,1,0
43308,29,1,0
123861,24,1,0
27507,2,1,0
112308,19,1,0
3313,18,1,0
172984,16,1,0
130773,64,1,0
129816,18,1,0
346490,3,1,0
11154,9,1,0
305349,72,1,0
2748,1,1,0
37892,27,1,0
82988,26,1,0
158222,25,1,0
29489,7,1,0
206186,18,1,0
33746,12,1,0
7838,18,1,0
288766,11,1,0
2759,2,1,0
43793,28,1,0
51299,12,1,0
63812,26,1,0
114276,18,12,4068
133522,18,1,0
69070,3,2,2176
186883,18,1,0
122412,26,1,0
14058,24,1,0
68824,12,1,0
200549,3,1,0
94752,3,1,0
93738,35,1,0
79857,19,2,904
32814,3,1,0
18153,21,1,0
76827,12,1,0
201440,8,1,0
175164,3,1,0
118927,12,1,0
341574,45,1,0
43827,23,1,0
201182,107,1,0
74745,3,1,0
364192,29,1,0
136031,18,1,0
116807,25,1,0
35435,15,1,0
85592,9,1,0
118903,12,1,0
111008,15,1,0
123701,8,3,1612
17477,3,1,0
9541,2,1,0
8536,9,1,0
130143,12,1,0
196513,3,1,0
110249,14,1,0
209,29,1,0
34995,1,1,0
258853,19,1,0
35733,12,1,0
83453,15,1,0
168155,2,1,0
206441,8,1,0
110235,15,1,0
50238,12,1,0
118551,12,1,0
127716,35,1,0
92727,13,1,0
112775,14,1,0
15593,3,1,0
15221,26,1,0
133484,13,1,0
180206,3,1,0
67772,1,1,0
182538,19,1,0
32440,3,1,0
52628,1,1,0
29118,13,1,0
20414,11,1,0
187152,19,1,0
53479,64,1,0
98201,2,1,0
53425,13,1,0
133478,1,1,0
26039,9,1,0
42103,64,1,0
120694,18,1,0
114596,26,1,0
95820,19,1,0
225094,3,1,0
192645,10,1,0
15034,14,1,0
18940,1,1,0
321268,62,1,0
355496,10,1,0
55787,2,1,0
90680,3,1,0
148190,29,1,0
63005,9,1,0
29502,14,1,0
140245,10,1,0
164625,17,1,0
192400,9,1,0
2868,14,1,0
1702,15,1,0
43899,3,1,0
124794,15,1,0
108816,12,1,0
106006,19,1,0
40317,19,1,0
9071,3,1,0
291242,9,1,0
92769,11,1,0
124973,62,1,0
89086,2,1,0
193575,72,1,0
107802,7,1,0
84475,8,1,0
147259,19,1,0
16281,9,1,0
198826,1,1,0
19064,62,1,0
45386,2,2,208
83886,14,1,0
88727,8,1,0
103276,28,1,0
39465,11,1,0
296272,10,1,0
10385,2,1,0
94092,14,1,0
165930,39,1,0
120789,35,1,0
20204,12,1,0
75247,19,1,0
30565,28,1,0
260743,3,1,0
200866,3,1,0
108254,26,1,0
80424,24,1,0
27336,12,2,988
165679,3,1,0
45193,9,1,0
97646,2,1,0
270217,45,1,0
186833,12,1,0
29412,2,1,0
100212,14,1,0
69899,2,1,0
95064,13,1,0
246113,3,1,0
185938,18,1,0
175748,9,1,0
96523,26,1,0
166555,12,1,0
115872,9,1,0
13634,28,1,0
89253,19,1,0
14264,23,1,0
101395,53,1,0
40180,7,1,0
269733,3,1,0
122593,2,1,0
62904,9,1,0
59182,18,1,0
88127,2,2,1161
52780,15,1,0
32323,15,1,0
71488,9,1,0
96872,9,1,0
83158,18,1,0
10265,19,1,0
162857,19,1,0
207325,3,1,0
250057,5,1,0
38484,3,1,0
201415,2,1,0
123457,9,1,0
184209,14,1,0
176677,12,1,0
49183,19,1,0
49431,8,1,0
119476,19,1,0
89030,15,1,0
9200,35,1,0
182599,3,1,0
88281,17,1,0
112326,3,1,0
267128,5,1,0
38194,12,1,0
67439,18,1,0
139616,19,1,0
208521,19,1,0
35096,3,1,0
95263,35,1,0
230854,3,1,0
117115,9,1,0
14247,9,1,0
248734,12,1,0
67033,14,1,0
88720,3,1,0
90678,9,1,0
118426,3,1,0
45302,21,1,0
59837,9,1,0
139638,1,1,0
87735,18,1,0
43589,3,1,0
123378,3,2,1431
62874,11,1,0
2713,1,1,0
29315,3,2,64
59096,2,2,1862
108875,29,1,0
122309,8,1,0
23487,2,1,0
44744,25,1,0
128040,12,1,0
83388,22,1,0
88623,14,1,0
12524,2,2,540
91913,23,1,0
329500,19,1,0
17581,150,1,0
116963,3,2,2333
45184,15,1,0
57803,29,1,0
31027,14,1,0
69765,5,1,0
73487,11,3,1852
29140,25,1,0
143826,18,1,0
52840,15,1,0
98762,26,1,0
57902,3,1,0
39515,20,1,0
53454,1,1,0
66897,35,1,0
38185,3,1,0
108858,115,1,0
13658,3,1,0
48240,18,6,2303
221146,19,1,0
43180,9,1,0
34253,12,1,0
295657,2,1,0
163413,84,1,0
178,3,1,0
14074,2,1,0
189174,9,1,0
109575,3,1,0
123534,18,1,0
108153,26,1,0
294453,10,1,0
68201,27,1,0
91633,3,1,0
705,2,1,0
25110,2,1,0
192709,18,1,0
55119,10,1,0
209094,5,1,0
111414,12,1,0
22196,19,1,0
103502,14,1,0
53117,28,1,0
107899,12,1,0
90413,29,1,0
55059,18,1,0
64372,25,1,0
95308,29,1,0
35125,18,1,0
26162,2,1,0
